SYMBOL_CODE,SYMBOL_NAME,MARKET_TYPE,ASSETS_TYPE,PUBLIC_DATE,INDUSTRY
有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode
063224　臺股指群益36購21,TW23Z0632240,2023/10/20,上市,,RWICCE
063225　緯穎永豐36購04,TW23Z0632257,2023/10/23,上市,,RWSCCA
063226　中砂兆豐38購01,TW23Z0632265,2023/10/23,上市,,RWSCCA
063227　晶豪科兆豐3A購02,TW23Z0632273,2023/10/23,上市,,RWSCCA
063229　SGBR2X統一3A購02,TW23Z0632299,2023/10/23,上市,,RWBCCA
06322T　零壹凱基3A售01,TW24Z06322T1,2024/02/05,上市,,RWSCPE
063230　美時統一38購02,TW23Z0632307,2023/10/23,上市,,RWSCCA
063231　川湖統一3C購04,TW23Z0632315,2023/10/23,上市,,RWSCCA
063232　偉詮電統一3A購04,TW23Z0632323,2023/10/23,上市,,RWSCCA
063233　長榮航統一38購02,TW23Z0632331,2023/10/23,上市,,RWSCCA
063234　上証2X中信37購01,TW23Z0632349,2023/10/23,上市,,RWBCCE
063237　奇鋐中信36購01,TW23Z0632372,2023/10/23,上市,,RWSCCE
063238　聯詠中信37購01,TW23Z0632380,2023/10/23,上市,,RWSCCE
06323T　勤誠凱基3A售02,TW24Z06323T9,2024/02/05,上市,,RWSCPE
063241　百和中信37購01,TW23Z0632414,2023/10/23,上市,,RWSCCE
063244　元債2X元富3A購01,TW23Z0632448,2023/10/23,上市,,RWBCCA
063247　川湖凱基36購03,TW23Z0632471,2023/10/23,上市,,RWSCCA
063248　川湖凱基38購01,TW23Z0632489,2023/10/23,上市,,RWSCCA
06324T　勤誠凱基3A售03,TW24Z06324T7,2024/02/05,上市,,RWSCPE
063252　聯電凱基3A購01,TW23Z0632521,2023/10/23,上市,,RWSCCA
063253　國巨凱基37購01,TW23Z0632539,2023/10/23,上市,,RWSCCA
063258　華邦電凱基36購01,TW23Z0632588,2023/10/23,上市,,RWSCCA
06325T　新日興元富38售03,TW24Z06325T4,2024/02/15,上市,,RWSCPE
063262　聯發科凱基37購03,TW23Z0632620,2023/10/23,上市,,RWSCCA
063263　聯發科凱基38購10,TW23Z0632638,2023/10/23,上市,,RWSCCA
063265　中工凱基36購01,TW23Z0632653,2023/10/23,上市,,RWSCCA
063267　大立光凱基38購01,TW23Z0632679,2023/10/23,上市,,RWSCCA
06326T　華城永豐3A售03,TW24Z06326T2,2024/02/15,上市,,RWSCPE
063271　辛耘凱基36購01,TW23Z0632711,2023/10/23,上市,,RWSCCA
063278　祥碩凱基36購02,TW23Z0632786,2023/10/23,上市,,RWSCCA
06327T　奇鋐永豐38售04,TW24Z06327T0,2024/02/15,上市,,RWSCPE
063281　晶心科凱基36購01,TW23Z0632810,2023/10/23,上市,,RWSCCA
063283　力智凱基39購01,TW23Z0632836,2023/10/23,上市,,RWSCCA
063285　東哥凱基38購01,TW23Z0632851,2023/10/23,上市,,RWSCCA
06328T　華城凱基39售05,TW24Z06328T8,2024/02/15,上市,,RWSCPE
063293　正文國票37購01,TW23Z0632935,2023/10/23,上市,,RWSCCA
063298　矽創國票36購01,TW23Z0632984,2023/10/23,上市,,RWSCCA
06329T　川湖凱基38售06,TW24Z06329T6,2024/02/15,上市,,RWSCPE
063301　元石油群益3A購01,TW23Z0633016,2023/10/23,上市,,RWBCCA
063303　SGBR2X群益3A購01,TW23Z0633032,2023/10/23,上市,,RWBCCA
063309　川湖群益36購01,TW23Z0633099,2023/10/23,上市,,RWSCCA
06330T　新日興凱基38售03,TW24Z06330T4,2024/02/15,上市,,RWSCPE
063311　聯電群益38購01,TW23Z0633115,2023/10/23,上市,,RWSCCA
063313　國巨群益36購02,TW23Z0633131,2023/10/23,上市,,RWSCCA
063315　台積電群益38購02,TW23Z0633156,2023/10/23,上市,,RWSCCA
06331T　滬深2X元大38售06,TW24Z06331T2,2024/02/15,上市,,RWBCPE
063322　飛宏群益36購01,TW23Z0633222,2023/10/23,上市,,RWSCCA
063323　裕民群益36購01,TW23Z0633230,2023/10/23,上市,,RWSCCA
063325　晶豪科群益3A購02,TW23Z0633255,2023/10/23,上市,,RWSCCA
063328　玉晶光群益36購01,TW23Z0633289,2023/10/23,上市,,RWSCCA
06332T　FBNQ2X元大38售05,TW24Z06332T0,2024/02/15,上市,,RWBCPE
063332　力成群益3A購01,TW23Z0633321,2023/10/23,上市,,RWSCCA
063333　愛普群益36購02,TW23Z0633339,2023/10/23,上市,,RWSCCA
063334　力智群益36購01,TW23Z0633347,2023/10/23,上市,,RWSCCA
06333T　華城元大38售10,TW24Z06333T8,2024/02/15,上市,,RWSCPE
063341　聯電元大38購01,TW23Z0633412,2023/10/23,上市,,RWSCCA
06334T　華城元大38售11,TW24Z06334T6,2024/02/15,上市,,RWSCPE
063356　大立光元大38購02,TW23Z0633560,2023/10/23,上市,,RWSCCA
063357　大立光元大39購03,TW23Z0633578,2023/10/23,上市,,RWSCCA
06335T　華城元大38售12,TW24Z06335T3,2024/02/15,上市,,RWSCPE
06336T　聯電元大38售12,TW24Z06336T1,2024/02/15,上市,,RWSCPE
06337T　台積電元大38售10,TW24Z06337T9,2024/02/15,上市,,RWSCPE
063382　美食富邦38購01,TW23Z0633826,2023/10/23,上市,,RWSCCA
06338T　台積電元大38售11,TW24Z06338T7,2024/02/15,上市,,RWSCPE
063390　訊芯永豐36購01,TW23Z0633909,2023/10/24,上市,,RWSCCA
063391　訊芯永豐37購01,TW23Z0633917,2023/10/24,上市,,RWSCCA
063392　訊芯永豐38購01,TW23Z0633925,2023/10/24,上市,,RWSCCA
063393　台灣50中信3A購01,TW23Z0633933,2023/10/24,上市,,RWBCCE
063394　高股息中信3A購01,TW23Z0633941,2023/10/24,上市,,RWBCCE
063396　美時中信37購01,TW23Z0633966,2023/10/24,上市,,RWSCCE
063399　欣興中信36購01,TW23Z0633990,2023/10/24,上市,,RWSCCE
06339T　旺宏元大38售02,TW24Z06339T5,2024/02/15,上市,,RWSCPE
063403　世紀鋼中信3A購01,TW23Z0634030,2023/10/24,上市,,RWSCCE
063404　臺股指中信39購06,TW23Z0634048,2023/10/24,上市,,RWICCE
063405　台泥統一38購01,TW23Z0634055,2023/10/24,上市,,RWSCCA
063406　美時統一3A購01,TW23Z0634063,2023/10/24,上市,,RWSCCA
063407　聯電統一3A購02,TW23Z0634071,2023/10/24,上市,,RWSCCA
063408　訊芯統一36購01,TW23Z0634089,2023/10/24,上市,,RWSCCA
063409　訊芯統一36購02,TW23Z0634097,2023/10/24,上市,,RWSCCA
06340T　勤誠元大3B售01,TW24Z06340T3,2024/02/15,上市,,RWSCPE
063410　訊芯統一38購01,TW23Z0634105,2023/10/24,上市,,RWSCCA
063411　訊芯統一38購02,TW23Z0634113,2023/10/24,上市,,RWSCCA
063412　訊芯統一3A購01,TW23Z0634121,2023/10/24,上市,,RWSCCA
063413　訊芯統一3C購01,TW23Z0634139,2023/10/24,上市,,RWSCCA
063414　訊芯統一3C購02,TW23Z0634147,2023/10/24,上市,,RWSCCA
063415　訊芯統一3C購03,TW23Z0634154,2023/10/24,上市,,RWSCCA
063416　T50反1兆豐44購01,TW23Z0634162,2023/10/24,上市,,RWBCCA
063419　群創兆豐38購01,TW23Z0634196,2023/10/24,上市,,RWSCCA
06341T　華城國票39售04,TW24Z06341T1,2024/02/15,上市,,RWSCPE
063420　訊芯兆豐38購01,TW23Z0634204,2023/10/24,上市,,RWSCCA
063421　訊芯兆豐38購02,TW23Z0634212,2023/10/24,上市,,RWSCCA
063427　聯電群益38購02,TW23Z0634279,2023/10/24,上市,,RWSCCA
06342T　華城國票39售05,TW24Z06342T9,2024/02/15,上市,,RWSCPE
063431　台積電群益38購03,TW23Z0634311,2023/10/24,上市,,RWSCCA
06343T　新日興國票38售02,TW24Z06343T7,2024/02/15,上市,,RWSCPE
063442　佳必琪群益37購01,TW23Z0634428,2023/10/24,上市,,RWSCCA
063446　訊芯群益36購01,TW23Z0634469,2023/10/24,上市,,RWSCCA
06344T　牧德國票39售02,TW24Z06344T5,2024/02/15,上市,,RWSCPE
063450　矽創群益36購01,TW23Z0634501,2023/10/24,上市,,RWSCCA
06345T　華城統一38售01,TW24Z06345T2,2024/02/15,上市,,RWSCPE
06346T　華城統一3C售04,TW24Z06346T0,2024/02/15,上市,,RWSCPE
06347T　台積電統一3C售07,TW24Z06347T8,2024/02/15,上市,,RWSCPE
06348T　新日興統一3C售03,TW24Z06348T6,2024/02/15,上市,,RWSCPE
06349T　華城群益38售04,TW24Z06349T4,2024/02/15,上市,,RWSCPE
063506　訊芯元富37購01,TW23Z0635060,2023/10/24,上市,,RWSCCA
063507　訊芯元富3A購01,TW23Z0635078,2023/10/24,上市,,RWSCCA
063508　中石化國票36購01,TW23Z0635086,2023/10/24,上市,,RWSCCA
06350T　聯發科群益39售08,TW24Z06350T2,2024/02/15,上市,,RWSCPE
063514　玉晶光國票36購02,TW23Z0635144,2023/10/24,上市,,RWSCCA
063516　亞翔國票36購02,TW23Z0635169,2023/10/24,上市,,RWSCCA
063519　華孚國票36購01,TW23Z0635193,2023/10/24,上市,,RWSCCA
06351T　奇鋐群益38售06,TW24Z06351T0,2024/02/15,上市,,RWSCPE
063522　晶心科國票37購01,TW23Z0635227,2023/10/24,上市,,RWSCCA
063524　世紀鋼國票36購02,TW23Z0635243,2023/10/24,上市,,RWSCCA
063527　元債2X凱基3A購03,TW23Z0635276,2023/10/24,上市,,RWBCCA
06352T　文曄群益38售02,TW24Z06352T8,2024/02/15,上市,,RWSCPE
063530　SGBR2X凱基38購01,TW23Z0635300,2023/10/24,上市,,RWBCCA
063535　聯電凱基38購01,TW23Z0635359,2023/10/24,上市,,RWSCCA
06353T　文曄群益38售03,TW24Z06353T6,2024/02/15,上市,,RWSCPE
063540　凌陽凱基36購01,TW23Z0635409,2023/10/24,上市,,RWSCCA
063543　聯發科凱基3A購01,TW23Z0635433,2023/10/24,上市,,RWSCCA
063549　大立光凱基3A購01,TW23Z0635490,2023/10/24,上市,,RWSCCA
06354T　台灣50富邦3A售02,TW24Z06354T4,2024/02/15,上市,,RWBCPE
063552　材料凱基38購03,TW23Z0635524,2023/10/24,上市,,RWSCCA
063554　天鈺凱基38購01,TW23Z0635540,2023/10/24,上市,,RWSCCA
06355T　金像電富邦3A售01,TW24Z06355T1,2024/02/15,上市,,RWSCPE
063561　訊芯凱基36購01,TW23Z0635615,2023/10/24,上市,,RWSCCA
063562　訊芯凱基38購01,TW23Z0635623,2023/10/24,上市,,RWSCCA
063563　訊芯凱基38購02,TW23Z0635631,2023/10/24,上市,,RWSCCA
06356T　台光電第一38售02,TW24Z06356T9,2024/02/16,上市,,RWSCPE
063570　臺股指凱基36購31,TW23Z0635706,2023/10/24,上市,,RWICCE
063571　臺股指凱基36購32,TW23Z0635714,2023/10/24,上市,,RWICCE
063572　臺股指凱基36購33,TW23Z0635722,2023/10/24,上市,,RWICCE
063573　臺股指凱基3A購08,TW23Z0635730,2023/10/24,上市,,RWICCE
063574　SGBR2X國泰36購01,TW23Z0635748,2023/10/24,上市,,RWBCCA
063575　材料國泰36購03,TW23Z0635755,2023/10/24,上市,,RWSCCA
063576　訊芯國泰36購01,TW23Z0635763,2023/10/24,上市,,RWSCCA
063577　臺股指國泰38購01,TW23Z0635771,2023/10/24,上市,,RWICCE
063578　士電富邦38購01,TW23Z0635789,2023/10/24,上市,,RWSCCA
063579　川湖富邦38購01,TW23Z0635797,2023/10/24,上市,,RWSCCA
06357T　滬深2X凱基39售07,TW24Z06357T7,2024/02/16,上市,,RWBCPE
063580　裕隆富邦37購01,TW23Z0635805,2023/10/24,上市,,RWSCCA
063581　台達電富邦38購01,TW23Z0635813,2023/10/24,上市,,RWSCCA
063583　友達富邦38購01,TW23Z0635839,2023/10/24,上市,,RWSCCA
063584　群創富邦38購01,TW23Z0635847,2023/10/24,上市,,RWSCCA
063587　康舒富邦3A購01,TW23Z0635870,2023/10/24,上市,,RWSCCA
06358T　台積電凱基43售07,TW24Z06358T5,2024/02/16,上市,,RWSCPE
063590　臺股指富邦37購02,TW23Z0635904,2023/10/24,上市,,RWICCE
06359T　矽統凱基38售04,TW24Z06359T3,2024/02/16,上市,,RWSCPE
063605　聯電凱基37購01,TW23Z0636050,2023/10/25,上市,,RWSCCA
06360T　奇鋐凱基38售07,TW24Z06360T1,2024/02/16,上市,,RWSCPE
063610　瑞昱凱基37購02,TW23Z0636100,2023/10/25,上市,,RWSCCA
063611　聯發科凱基44購01,TW23Z0636118,2023/10/25,上市,,RWSCCA
063617　大立光凱基39購02,TW23Z0636175,2023/10/25,上市,,RWSCCA
063618　奇鋐凱基39購02,TW23Z0636183,2023/10/25,上市,,RWSCCA
06361T　矽統元富38售01,TW24Z06361T9,2024/02/16,上市,,RWSCPE
063625　天鈺凱基37購01,TW23Z0636258,2023/10/25,上市,,RWSCCA
06362T　建準元富38售01,TW24Z06362T7,2024/02/16,上市,,RWSCPE
063634　一詮統一3A購02,TW23Z0636340,2023/10/25,上市,,RWSCCA
063635　華孚統一38購04,TW23Z0636357,2023/10/25,上市,,RWSCCA
063636　華孚統一3A購07,TW23Z0636365,2023/10/25,上市,,RWSCCA
063637　緯穎統一39購03,TW23Z0636373,2023/10/25,上市,,RWSCCA
063638　士電兆豐36購01,TW23Z0636381,2023/10/25,上市,,RWSCCA
063639　大成鋼兆豐37購01,TW23Z0636399,2023/10/25,上市,,RWSCCA
06363T　文曄元富38售05,TW24Z06363T5,2024/02/16,上市,,RWSCPE
063640　帝寶兆豐36購01,TW23Z0636407,2023/10/25,上市,,RWSCCA
063641　力積電兆豐38購01,TW23Z0636415,2023/10/25,上市,,RWSCCA
063642　元石油元大36購01,TW23Z0636423,2023/10/25,上市,,RWBCCA
063643　A50正2元大36購01,TW23Z0636431,2023/10/25,上市,,RWBCCA
06364T　晶相光國票38售02,TW24Z06364T3,2024/02/16,上市,,RWSCPE
06365T　立積國票39售01,TW24Z06365T0,2024/02/16,上市,,RWSCPE
06366T　新日興中信38售02,TW24Z06366T8,2024/02/16,上市,,RWSCPE
06367T　技嘉統一3A售04,TW24Z06367T6,2024/02/16,上市,,RWSCPE
063680　新光金國泰36購01,TW23Z0636803,2023/10/25,上市,,RWSCCA
063681　晟銘電國泰36購01,TW23Z0636811,2023/10/25,上市,,RWSCCA
063682　華航富邦36購02,TW23Z0636829,2023/10/25,上市,,RWSCCA
06368T　技嘉統一42售02,TW24Z06368T4,2024/02/16,上市,,RWSCPE
063696　愛普元富39購01,TW23Z0636969,2023/10/25,上市,,RWSCCA
063698　緯穎元富37購02,TW23Z0636985,2023/10/25,上市,,RWSCCA
06369T　台光電統一3A售01,TW24Z06369T2,2024/02/16,上市,,RWSCPE
063701　大立光台新36購01,TW23Z0637017,2023/10/25,上市,,RWSCCE
063703　SGBR2X國票36購02,TW23Z0637033,2023/10/25,上市,,RWBCCA
06370T　奇鋐統一3B售04,TW24Z06370T0,2024/02/16,上市,,RWSCPE
063713　華碩國票36購01,TW23Z0637132,2023/10/25,上市,,RWSCCA
06371T　奇鋐統一3C售04,TW24Z06371T8,2024/02/16,上市,,RWSCPE
063720　長榮航國票36購02,TW23Z0637207,2023/10/25,上市,,RWSCCA
063726　合勤控國票36購01,TW23Z0637264,2023/10/25,上市,,RWSCCA
063727　日月光國票36購01,TW23Z0637272,2023/10/25,上市,,RWSCCA
06372T　奇鋐統一3C售05,TW24Z06372T6,2024/02/16,上市,,RWSCPE
063730　上証2X永豐37購02,TW23Z0637306,2023/10/25,上市,,RWBCCA
063731　滬深2X永豐36購01,TW23Z0637314,2023/10/25,上市,,RWBCCA
063733　香港2X群益36購01,TW23Z0637330,2023/10/25,上市,,RWBCCA
063735　聚陽群益36購01,TW23Z0637355,2023/10/25,上市,,RWSCCA
06373T　文曄統一3A售06,TW24Z06373T4,2024/02/16,上市,,RWSCPE
06374T　文曄統一3A售07,TW24Z06374T2,2024/02/16,上市,,RWSCPE
063750　晟銘電群益36購01,TW23Z0637504,2023/10/25,上市,,RWSCCA
063755　祥碩群益38購01,TW23Z0637553,2023/10/25,上市,,RWSCCA
063756　訊芯群益36購02,TW23Z0637561,2023/10/25,上市,,RWSCCA
06375T　新日興統一3A售01,TW24Z06375T9,2024/02/16,上市,,RWSCPE
063760　緯穎群益36購03,TW23Z0637603,2023/10/25,上市,,RWSCCA
063764　川湖中信38購01,TW23Z0637645,2023/10/26,上市,,RWSCCE
063765　瑞昱中信38購01,TW23Z0637652,2023/10/26,上市,,RWSCCE
063767　台積電永豐38購02,TW23Z0637678,2023/10/26,上市,,RWSCCA
063769　豐藝永豐36購01,TW23Z0637694,2023/10/26,上市,,RWSCCA
06376T　新日興統一3C售05,TW24Z06376T7,2024/02/16,上市,,RWSCPE
063771　緯穎永豐37購03,TW23Z0637710,2023/10/26,上市,,RWSCCA
063772　臺股指永豐38購02,TW23Z0637728,2023/10/26,上市,,RWICCE
063774　聯電元富36購01,TW23Z0637744,2023/10/26,上市,,RWSCCA
063775　聯電元富36購02,TW23Z0637751,2023/10/26,上市,,RWSCCA
063779　元債2X統一36購03,TW23Z0637793,2023/10/26,上市,,RWBCCA
06377T　緯穎永豐38售08,TW24Z06377T5,2024/02/16,上市,,RWSCPE
063780　鴻海統一3C購02,TW23Z0637801,2023/10/26,上市,,RWSCCA
063781　台積電統一3A購04,TW23Z0637819,2023/10/26,上市,,RWSCCA
063782　台積電統一3A購05,TW23Z0637827,2023/10/26,上市,,RWSCCA
063783　台積電統一3A購06,TW23Z0637835,2023/10/26,上市,,RWSCCA
063784　晶豪科統一3A購02,TW23Z0637843,2023/10/26,上市,,RWSCCA
063785　欣興統一38購01,TW23Z0637850,2023/10/26,上市,,RWSCCA
063786　合勤控統一3A購02,TW23Z0637868,2023/10/26,上市,,RWSCCA
063787　華航兆豐3A購01,TW23Z0637876,2023/10/26,上市,,RWSCCA
063789　新唐第一36購01,TW23Z0637892,2023/10/26,上市,,RWSCCA
06378T　華通群益42售01,TW24Z06378T3,2024/02/16,上市,,RWSCPE
063792　聯電凱基36購02,TW23Z0637926,2023/10/26,上市,,RWSCCA
063793　聯電凱基38購02,TW23Z0637934,2023/10/26,上市,,RWSCCA
063796　台積電凱基36購13,TW23Z0637967,2023/10/26,上市,,RWSCCA
063797　技嘉凱基37購04,TW23Z0637975,2023/10/26,上市,,RWSCCA
06379T　技嘉群益38售10,TW24Z06379T1,2024/02/16,上市,,RWSCPE
063800　聯發科凱基37購04,TW23Z0638007,2023/10/26,上市,,RWSCCA
063802　長榮凱基37購05,TW23Z0638023,2023/10/26,上市,,RWSCCA
063808　創意凱基37購02,TW23Z0638080,2023/10/26,上市,,RWSCCA
06380T　技嘉群益38售11,TW24Z06380T9,2024/02/16,上市,,RWSCPE
063810　敦泰凱基36購01,TW23Z0638106,2023/10/26,上市,,RWSCCA
06381T　台光電群益3A售02,TW24Z06381T7,2024/02/16,上市,,RWSCPE
063820　上証2X國票36購01,TW23Z0638205,2023/10/26,上市,,RWBCCA
063821　元石油國票36購01,TW23Z0638213,2023/10/26,上市,,RWBCCA
063822　SGBR2X國票36購03,TW23Z0638221,2023/10/26,上市,,RWBCCA
063824　偉詮電國票36購03,TW23Z0638247,2023/10/26,上市,,RWSCCA
06382T　新日興群益38售04,TW24Z06382T5,2024/02/16,上市,,RWSCPE
063833　川湖國泰36購04,TW23Z0638338,2023/10/26,上市,,RWSCCA
063834　長榮航國泰36購02,TW23Z0638346,2023/10/26,上市,,RWSCCA
063835　亞翔國泰36購02,TW23Z0638353,2023/10/26,上市,,RWSCCA
06383T　健策群益3A售01,TW24Z06383T3,2024/02/16,上市,,RWSCPE
063841　中砂元大37購01,TW23Z0638411,2023/10/26,上市,,RWSCCA
063848　華通元大36購02,TW23Z0638486,2023/10/26,上市,,RWSCCA
06384T　勤誠群益38售03,TW24Z06384T1,2024/02/16,上市,,RWSCPE
063850　鴻海元大38購03,TW23Z0638502,2023/10/26,上市,,RWSCCA
063858　長榮元大38購03,TW23Z0638585,2023/10/26,上市,,RWSCCA
06385T　元金2X元大3B售01,TW24Z06385T8,2024/02/16,上市,,RWBCPE
06386T　台積電元大38售12,TW24Z06386T6,2024/02/16,上市,,RWSCPE
063870　亞翔元大38購01,TW23Z0638700,2023/10/26,上市,,RWSCCA
06387T　矽統元大38售05,TW24Z06387T4,2024/02/16,上市,,RWSCPE
06388T　金像電元大38售11,TW24Z06388T2,2024/02/16,上市,,RWSCPE
06389T　奇鋐元大38售14,TW24Z06389T0,2024/02/16,上市,,RWSCPE
06390T　文曄元大38售08,TW24Z06390T8,2024/02/16,上市,,RWSCPE
063910　上品群益36購01,TW23Z0639104,2023/10/26,上市,,RWSCCA
063916　金像電第一36購02,TW23Z0639161,2023/10/27,上市,,RWSCCA
063918　中華國泰36購01,TW23Z0639187,2023/10/27,上市,,RWSCCA
063919　致伸國泰36購01,TW23Z0639195,2023/10/27,上市,,RWSCCA
06391T　文曄元大38售09,TW24Z06391T6,2024/02/16,上市,,RWSCPE
063920　鴻海中信3A購01,TW23Z0639203,2023/10/27,上市,,RWSCCE
063921　矽力中信38購01,TW23Z0639211,2023/10/27,上市,,RWSCCE
063925　凌陽永豐36購01,TW23Z0639252,2023/10/27,上市,,RWSCCA
063926　長榮永豐3A購01,TW23Z0639260,2023/10/27,上市,,RWSCCA
06392T　電子類元大3A售03,TW24Z06392T4,2024/02/16,上市,,RWICPE
063931　台灣50元富3A購01,TW23Z0639310,2023/10/27,上市,,RWBCCA
063932　元債2X元富3A購02,TW23Z0639328,2023/10/27,上市,,RWBCCA
063938　鴻海統一3A購01,TW23Z0639385,2023/10/27,上市,,RWSCCA
063939　友達統一3A購01,TW23Z0639393,2023/10/27,上市,,RWSCCA
06393T　台光電中信38售02,TW24Z06393T2,2024/02/19,上市,,RWSCPE
063940　創意統一3A購01,TW23Z0639401,2023/10/27,上市,,RWSCCA
063941　群創統一3A購01,TW23Z0639419,2023/10/27,上市,,RWSCCA
063942　材料統一3A購04,TW23Z0639427,2023/10/27,上市,,RWSCCA
063944　FH富產凱基36購01,TW23Z0639443,2023/10/27,上市,,RWBCCA
063945　中興電凱基36購05,TW23Z0639450,2023/10/27,上市,,RWSCCA
06394T　矽統永豐38售02,TW24Z06394T0,2024/02/19,上市,,RWSCPE
063950　光寶科凱基39購01,TW23Z0639500,2023/10/27,上市,,RWSCCA
063954　台積電凱基36購15,TW23Z0639542,2023/10/27,上市,,RWSCCA
063955　金像電凱基3A購01,TW23Z0639559,2023/10/27,上市,,RWSCCA
06395T　緯創第一41售01,TW24Z06395T7,2024/02/19,上市,,RWSCPE
063961　長榮凱基39購01,TW23Z0639617,2023/10/27,上市,,RWSCCA
063962　長榮航凱基36購06,TW23Z0639625,2023/10/27,上市,,RWSCCA
06396T　矽統凱基38售06,TW24Z06396T5,2024/02/19,上市,,RWSCPE
063970　材料凱基37購06,TW23Z0639708,2023/10/27,上市,,RWSCCA
063973　祥碩凱基38購02,TW23Z0639732,2023/10/27,上市,,RWSCCA
063976　愛普凱基37購01,TW23Z0639765,2023/10/27,上市,,RWSCCA
06397T　聯發科凱基38售21,TW24Z06397T3,2024/02/19,上市,,RWSCPE
063987　宏達電富邦38購02,TW23Z0639872,2023/10/27,上市,,RWSCCA
063989　正文富邦37購01,TW23Z0639898,2023/10/27,上市,,RWSCCA
06398T　文曄凱基38售07,TW24Z06398T1,2024/02/19,上市,,RWSCPE
063991　中興電兆豐3A購01,TW23Z0639914,2023/10/27,上市,,RWSCCA
063992　三陽兆豐3A購01,TW23Z0639922,2023/10/27,上市,,RWSCCA
063993　旺宏兆豐3A購01,TW23Z0639930,2023/10/27,上市,,RWSCCA
063994　佳世達兆豐3A購01,TW23Z0639948,2023/10/27,上市,,RWSCCA
063995　明泰兆豐3A購01,TW23Z0639955,2023/10/27,上市,,RWSCCA
063996　晶睿兆豐3A購01,TW23Z0639963,2023/10/27,上市,,RWSCCA
063997　新唐兆豐3A購01,TW23Z0639971,2023/10/27,上市,,RWSCCA
063998　中磊兆豐3A購01,TW23Z0639989,2023/10/27,上市,,RWSCCA
063999　華孚兆豐36購02,TW23Z0639997,2023/10/27,上市,,RWSCCA
06399T　緯創元富38售06,TW24Z06399T9,2024/02/19,上市,,RWSCPE
064000　南電兆豐3A購01,TW23Z0640003,2023/10/27,上市,,RWSCCA
064002　滬深2X元大36購06,TW23Z0640029,2023/10/27,上市,,RWBCCA
06400T　美債2X國票38售02,TW24Z06400T5,2024/02/19,上市,,RWBCPE
06401T　矽統國票3A售01,TW24Z06401T3,2024/02/19,上市,,RWSCPE
06402T　新日興國票39售03,TW24Z06402T1,2024/02/19,上市,,RWSCPE
064031　大立光元大38購03,TW23Z0640318,2023/10/27,上市,,RWSCCA
064033　欣興元大38購04,TW23Z0640334,2023/10/27,上市,,RWSCCA
064034　欣興元大39購01,TW23Z0640342,2023/10/27,上市,,RWSCCA
06403T　中502X元大39售02,TW24Z06403T9,2024/02/19,上市,,RWBCPE
064046　臺指反國票38購01,TW23Z0640466,2023/10/27,上市,,RWBCCA
06404T　英業達元大38售10,TW24Z06404T7,2024/02/19,上市,,RWSCPE
064050　聯電國票37購01,TW23Z0640508,2023/10/27,上市,,RWSCCA
064056　台積電國票36購02,TW23Z0640565,2023/10/27,上市,,RWSCCA
06405T　技嘉元大38售24,TW24Z06405T4,2024/02/19,上市,,RWSCPE
064061　義隆國票36購01,TW23Z0640615,2023/10/27,上市,,RWSCCA
064062　中工國票36購01,TW23Z0640623,2023/10/27,上市,,RWSCCA
064068　天鈺國票36購01,TW23Z0640680,2023/10/27,上市,,RWSCCA
06406T　聯發科元大38售19,TW24Z06406T2,2024/02/19,上市,,RWSCPE
064076　台泥群益3A購01,TW23Z0640763,2023/10/27,上市,,RWSCCA
064079　華通群益36購01,TW23Z0640797,2023/10/27,上市,,RWSCCA
06407T　新日興元大38售08,TW24Z06407T0,2024/02/19,上市,,RWSCPE
064084　佳世達群益36購01,TW23Z0640847,2023/10/27,上市,,RWSCCA
06408T　新日興元大38售09,TW24Z06408T8,2024/02/19,上市,,RWSCPE
064096　晶豪科群益36購02,TW23Z0640961,2023/10/27,上市,,RWSCCA
064099　玉晶光群益36購02,TW23Z0640995,2023/10/27,上市,,RWSCCA
06409T　晶相光元大38售05,TW24Z06409T6,2024/02/19,上市,,RWSCPE
064102　嘉澤群益36購01,TW23Z0641027,2023/10/27,上市,,RWSCCA
064104　日月光群益36購01,TW23Z0641043,2023/10/27,上市,,RWSCCA
064108　穎崴群益36購01,TW23Z0641084,2023/10/27,上市,,RWSCCA
06410T　晶相光元大38售06,TW24Z06410T4,2024/02/19,上市,,RWSCPE
064111　緯穎群益37購04,TW23Z0641118,2023/10/27,上市,,RWSCCA
064112　緯穎群益38購03,TW23Z0641126,2023/10/27,上市,,RWSCCA
064113　緯穎群益3A購01,TW23Z0641134,2023/10/27,上市,,RWSCCA
064119　緯穎中信38購01,TW23Z0641191,2023/10/30,上市,,RWSCCE
06411T　華通群益38售04,TW24Z06411T2,2024/02/19,上市,,RWSCPE
064121　緯穎永豐37購04,TW23Z0641217,2023/10/30,上市,,RWSCCA
064123　大亞統一3A購01,TW23Z0641233,2023/10/30,上市,,RWSCCA
064124　聯電統一38購04,TW23Z0641241,2023/10/30,上市,,RWSCCA
064125　技嘉統一3A購01,TW23Z0641258,2023/10/30,上市,,RWSCCA
064127　義隆統一37購04,TW23Z0641274,2023/10/30,上市,,RWSCCA
064128　欣興統一3A購01,TW23Z0641282,2023/10/30,上市,,RWSCCA
064129　材料統一3A購06,TW23Z0641290,2023/10/30,上市,,RWSCCA
06412T　宏達電群益38售05,TW24Z06412T0,2024/02/19,上市,,RWSCPE
